sample_idx,pair_uid,file_key,output_basename,metric,metric_value,model,video,gt_csv,random_gt_id,raw_gt_csv,video_path,history_shift,gt_len,status,write_status,output_video
0,57e42f8cb3f6,gt_00000_57e42f8cb3f6,gt_00000_57e42f8cb3f6.mp4,discrete_frechet_distance,222.35566414977563,unet_90_45_70epoch,harry_potter_6_trail,C:\Users\jk8659\NYU\research\Scanpath\scanpathevals\results\unet_90_45_70epoch\checkpoint_checkpoint_70_autoregressive_30s\harry_potter_6_trail\full_30s\pred_000\gt_possibilities\gt_p001_bae21e4db9.csv,gt_p001_bae21e4db9,,C:\Users\jk8659\NYU\research\Scanpath\diffeye\artifacts\datasets\DIEM\data\harry_potter_6_trailer_1280x544\video\harry_potter_6_trailer_1280x544.mp4,0,719,ok,written,C:\Users\jk8659\NYU\research\Scanpath\scanpathevals\out\harry_potter_6_trail\unet_90_45_70epoch\gt_only\gt_00000_57e42f8cb3f6.mp4
